,league
10137,NBA
10138,NBA
10139,NBA
10140,NBA
10141,NBA
10142,NBA
10143,NBA
10144,NBA
10145,NBA
10146,NBA
10147,NBA
10148,NBA
10149,NBA
10150,NBA
10151,NBA
10152,NBA
10153,NBA
10154,NBA
10155,NBA
10156,NBA
10157,NBA
10158,NBA
10159,NBA
10160,NBA
10161,NBA
10162,NBA
10163,NBA
10164,NBA
10165,NBA
10166,NBA
10167,NBA
10168,NBA
10169,NBA
10170,NBA
10171,NBA
10172,NBA
10173,NBA
10174,NBA
10175,NBA
10176,NBA
10177,NBA
10178,NBA
10179,NBA
10180,NBA
10181,NBA
10182,NBA
10183,NBA
10184,NBA
10185,NBA
10186,NBA
10187,NBA
10188,NBA
10189,NBA
10190,NBA
10191,NBA
10192,NBA
10193,NBA
10194,NBA
10195,NBA
10196,NBA
10197,NBA
10198,NBA
10199,NBA
10200,NBA
10201,NBA
10202,NBA
10203,NBA
10204,NBA
10205,NBA
10206,NBA
10207,NBA
10208,NBA
10209,NBA
10210,NBA
10211,NBA
10212,NBA
10213,NBA
10214,NBA
10215,NBA
10216,NBA
10217,NBA
10218,NBA
10219,NBA
10220,NBA
10221,NBA
10222,NBA
10223,NBA
10224,NBA
10225,NBA
10226,NBA
10227,NBA
10228,NBA
10229,NBA
10230,NBA
10231,NBA
10232,NBA
10233,NBA
10234,NBA
10235,NBA
10236,NBA
10237,NBA
10238,NBA
10239,NBA
10240,NBA
10241,NBA
10242,NBA
10243,NBA
10244,NBA
10245,NBA
10246,NBA
10247,NBA
10248,NBA
10249,NBA
10250,NBA
10251,NBA
10252,NBA
10253,NBA
10254,NBA
10255,NBA
10256,NBA
10257,NBA
10258,NBA
10259,NBA
10260,NBA
10261,NBA
10262,NBA
10263,NBA
10264,NBA
10265,NBA
10266,NBA
10267,NBA
10268,NBA
10269,NBA
10270,NBA
10271,NBA
10272,NBA
10273,NBA
10274,NBA
10275,NBA
10276,NBA
10277,NBA
10278,NBA
10279,NBA
10280,NBA
10281,NBA
10282,NBA
10283,NBA
10284,NBA
10285,NBA
10286,NBA
10287,NBA
10288,NBA
10289,NBA
10290,NBA
10291,NBA
10292,NBA
10293,NBA
10294,NBA
10295,NBA
10296,NBA
10297,NBA
10298,NBA
10299,NBA
10300,NBA
10301,NBA
10302,NBA
10303,NBA
10304,NBA
10305,NBA
10306,NBA
10307,NBA
10308,NBA
10309,NBA
10310,NBA
10311,NBA
10312,NBA
10313,NBA
10314,NBA
10315,NBA
10316,NBA
10317,NBA
10318,NBA
10319,NBA
10320,NBA
10321,NBA
10322,NBA
10323,NBA
10324,NBA
10325,NBA
10326,NBA
10327,NBA
10328,NBA
10329,NBA
10330,NBA
10331,NBA
10332,NBA
10333,NBA
10334,NBA
10335,NBA
10336,NBA
10337,NBA
10338,NBA
10339,NBA
10340,NBA
10341,NBA
10342,NBA
10343,NBA
10344,NBA
10345,NBA
10346,NBA
10347,NBA
10348,NBA
10349,NBA
10350,NBA
10351,NBA
10352,NBA
10353,NBA
10354,NBA
10355,NBA
10356,NBA
10357,NBA
10358,NBA
10359,NBA
10360,NBA
10361,NBA
10362,NBA
10363,NBA
10364,NBA
10365,NBA
10366,NBA
10367,NBA
10368,NBA
10369,NBA
10370,NBA
10371,NBA
10372,NBA
10373,NBA
10374,NBA
10375,NBA
10376,NBA
10377,NBA
10378,NBA
10379,NBA
10380,NBA
10381,NBA
10382,NBA
10383,NBA
10384,NBA
10385,NBA
10386,NBA
10387,NBA
10388,NBA
10389,NBA
10390,NBA
10391,NBA
10392,NBA
10393,NBA
10394,NBA
10395,NBA
10396,NBA
10397,NBA
10398,NBA
10399,NBA
10400,NBA
10401,NBA
10402,NBA
10403,NBA
10404,NBA
10405,NBA
10406,NBA
10407,NBA
10408,NBA
10409,NBA
10410,NBA
10411,NBA
10412,NBA
10413,NBA
10414,NBA
10415,NBA
10416,NBA
10417,NBA
10418,NBA
10419,NBA
10420,NBA
10421,NBA
10422,NBA
10423,NBA
10424,NBA
10425,NBA
10426,NBA
10427,NBA
10428,NBA
10429,NBA
10430,NBA
10431,NBA
10432,NBA
10433,NBA
10434,NBA
10435,NBA
10436,NBA
10437,NBA
10438,NBA
10439,NBA
10440,NBA
10441,NBA
10442,NBA
10443,NBA
10444,NBA
10445,NBA
10446,NBA
10447,NBA
10448,NBA
10449,NBA
10450,NBA
10451,NBA
10452,NBA
10453,NBA
10454,NBA
10455,NBA
10456,NBA
10457,NBA
10458,NBA
10459,NBA
10460,NBA
10461,NBA
10462,NBA
10463,NBA
10464,NBA
10465,NBA
10466,NBA
10467,NBA
10468,NBA
10469,NBA
10470,NBA
10471,NBA
10472,NBA
10473,NBA
10474,NBA
10475,NBA
10476,NBA
10477,NBA
10478,NBA
10479,NBA
10480,NBA
10481,NBA
10482,NBA
10483,NBA
10484,NBA
10485,NBA
10486,NBA
10487,NBA
10488,NBA
10489,NBA
10490,NBA
10491,NBA
10492,NBA
10493,NBA
10494,NBA
10495,NBA
10496,NBA
10497,NBA
10498,NBA
10499,NBA
10500,NBA
10501,NBA
10502,NBA
10503,NBA
10504,NBA
10505,NBA
10506,NBA
10507,NBA
10508,NBA
10509,NBA
10510,NBA
10511,NBA
10512,NBA
10513,NBA
10514,NBA
10515,NBA
10516,NBA
10517,NBA
10518,NBA
10519,NBA
10520,NBA
10521,NBA
10522,NBA
10523,NBA
10524,NBA
10525,NBA
10526,NBA
10527,NBA
10528,NBA
10529,NBA
10530,NBA
10531,NBA
10532,NBA
10533,NBA
10534,NBA
10535,NBA
10536,NBA
10537,NBA
10538,NBA
10539,NBA
10540,NBA
10541,NBA
10542,NBA
10543,NBA
10544,NBA
10545,NBA
10546,NBA
10547,NBA
10548,NBA
10549,NBA
10550,NBA
10551,NBA
10552,NBA
10553,NBA
10554,NBA
10555,NBA
10556,NBA
10557,NBA
10558,NBA
10559,NBA
10560,NBA
10561,NBA
10562,NBA
10563,NBA
10564,NBA
10565,NBA
10566,NBA
10567,NBA
10568,NBA
10569,NBA
10570,NBA
10571,NBA
10572,NBA
10573,NBA
10574,NBA
10575,NBA
10576,NBA
10577,NBA
10578,NBA
10579,NBA
10580,NBA
10581,NBA
10582,NBA
10583,NBA
10584,NBA
10585,NBA
10586,NBA
10587,NBA
10588,NBA
10589,NBA
10590,NBA
10591,NBA
10592,NBA
10593,NBA
10594,NBA
10595,NBA
10596,NBA
10597,NBA
10598,NBA
10599,NBA
10600,NBA
10601,NBA
10602,NBA
10603,NBA
10604,NBA
10605,NBA
10606,NBA
10607,NBA
10608,NBA
10609,NBA
10610,NBA
10611,NBA
10612,NBA
10613,NBA
10614,NBA
10615,NBA
10616,NBA
10617,NBA
10618,NBA
10619,NBA
10620,NBA
10621,NBA
10622,NBA
10623,NBA
10624,NBA
10625,NBA
10626,NBA
10627,NBA
10628,NBA
10629,NBA
10630,NBA
10631,NBA
10632,NBA
10633,NBA
10634,NBA
10635,NBA
10636,NBA
10637,NBA
10638,NBA
10639,NBA
10640,NBA
10641,NBA
10642,NBA
10643,NBA
10644,NBA
10645,NBA
10646,NBA
10647,NBA
10648,NBA
10649,NBA
10650,NBA
10651,NBA
10652,NBA
10653,NBA
10654,NBA
10655,NBA
10656,NBA
10657,NBA
10658,NBA
10659,NBA
10660,NBA
10661,NBA
10662,NBA
10663,NBA
10664,NBA
10665,NBA
10666,NBA
10667,NBA
10668,NBA
10669,NBA
10670,NBA
10671,NBA
10672,NBA
10673,NBA
10674,NBA
10675,NBA
10676,NBA
10677,NBA
10678,NBA
10679,NBA
10680,NBA
10681,NBA
10682,NBA
10683,NBA
10684,NBA
10685,NBA
10686,NBA
10687,NBA
10688,NBA
10689,NBA
10690,NBA
10691,NBA
10692,NBA
10693,NBA
10694,NBA
10695,NBA
10696,NBA
10697,NBA
10698,NBA
10699,NBA
10700,NBA
10701,NBA
10702,NBA
10703,NBA
10704,NBA
10705,NBA
10706,NBA
10707,NBA
10708,NBA
10709,NBA
10710,NBA
10711,NBA
10712,NBA
10713,NBA
10714,NBA
10715,NBA
10716,NBA
10717,NBA
10718,NBA
10719,NBA
10720,NBA
10721,NBA
10722,NBA
10723,NBA
10724,NBA
10725,NBA
10726,NBA
10727,NBA
10728,NBA
10729,NBA
10730,NBA
10731,NBA
10732,NBA
10733,NBA
10734,NBA
10735,NBA
10736,NBA
10737,NBA
10738,NBA
10739,NBA
10740,NBA
10741,NBA
10742,NBA
10743,NBA
10744,NBA
10745,NBA
10746,NBA
10747,NBA
10748,NBA
10749,NBA
10750,NBA
10751,NBA
10752,NBA
10753,NBA
10754,NBA
10755,NBA
10756,NBA
10757,NBA
10758,NBA
10759,NBA
10760,NBA
10761,NBA
10762,NBA
10763,NBA
10764,NBA
10765,NBA
10766,NBA
10767,NBA
10768,NBA
10769,NBA
10770,NBA
10771,NBA
10772,NBA
10773,NBA
10774,NBA
10775,NBA
10776,NBA
10777,NBA
10778,NBA
10779,NBA
10780,NBA
10781,NBA
10782,NBA
10783,NBA
10784,NBA
10785,NBA
10786,NBA
10787,NBA
10788,NBA
10789,NBA
10790,NBA
10791,NBA
10792,NBA
10793,NBA
10794,NBA
10795,NBA
10796,NBA
10797,NBA
10798,NBA
10799,NBA
10800,NBA
10801,NBA
10802,NBA
10803,NBA
10804,NBA
10805,NBA
10806,NBA
10807,NBA
10808,NBA
10809,NBA
10810,NBA
10811,NBA
10812,NBA
10813,NBA
10814,NBA
10815,NBA
10816,NBA
10817,NBA
10818,NBA
10819,NBA
10820,NBA
10821,NBA
10822,NBA
10823,NBA
10824,NBA
10825,NBA
10826,NBA
10827,NBA
10828,NBA
10829,NBA
10830,NBA
10831,NBA
10832,NBA
10833,NBA
10834,NBA
10835,NBA
10836,NBA
10837,NBA
10838,NBA
10839,NBA
10840,NBA
10841,NBA
10842,NBA
10843,NBA
10844,NBA
10845,NBA
10846,NBA
10847,NBA
10848,NBA
10849,NBA
10850,NBA
10851,NBA
10852,NBA
10853,NBA
10854,NBA
10855,NBA
10856,NBA
10857,NBA
10858,NBA
10859,NBA
10860,NBA
10861,NBA
10862,NBA
10863,NBA
10864,NBA
10865,NBA
10866,NBA
10867,NBA
10868,NBA
10869,NBA
10870,NBA
10871,NBA
10872,NBA
10873,NBA
10874,NBA
10875,NBA
10876,NBA
10877,NBA
10878,NBA
10879,NBA
10880,NBA
10881,NBA
10882,NBA
10883,NBA
10884,NBA
10885,NBA
10886,NBA
10887,NBA
10888,NBA
10889,NBA
10890,NBA
10891,NBA
10892,NBA
10893,NBA
10894,NBA
10895,NBA
10896,NBA
10897,NBA
10898,NBA
10899,NBA
10900,NBA
10901,NBA
10902,NBA
10903,NBA
10904,NBA
10905,NBA
10906,NBA
10907,NBA
10908,NBA
10909,NBA
10910,NBA
10911,NBA
10912,NBA
10913,NBA
10914,NBA
10915,NBA
10916,NBA
10917,NBA
10918,NBA
10919,NBA
10920,NBA
10921,NBA
10922,NBA
10923,NBA
10924,NBA
10925,NBA
10926,NBA
10927,NBA
10928,NBA
10929,NBA
10930,NBA
10931,NBA
10932,NBA
10933,NBA
10934,NBA
10935,NBA
10936,NBA
10937,NBA
10938,NBA
10939,NBA
10940,NBA
10941,NBA
10942,NBA
10943,NBA
10944,NBA
10945,NBA
10946,NBA
10947,NBA
10948,NBA
10949,NBA
10950,NBA
10951,NBA
10952,NBA
10953,NBA
10954,NBA
10955,NBA
10956,NBA
10957,NBA
10958,NBA
10959,NBA
10960,NBA
10961,NBA
10962,NBA
10963,NBA
10964,NBA
10965,NBA
10966,NBA
10967,NBA
10968,NBA
10969,NBA
10970,NBA
10971,NBA
10972,NBA
10973,NBA
10974,NBA
10975,NBA
10976,NBA
10977,NBA
10978,NBA
10979,NBA
10980,NBA
10981,NBA
10982,NBA
10983,NBA
10984,NBA
10985,NBA
10986,NBA
10987,NBA
10988,NBA
10989,NBA
10990,NBA
10991,NBA
10992,NBA
10993,NBA
10994,NBA
10995,NBA
10996,NBA
10997,NBA
10998,NBA
10999,NBA
11000,NBA
11001,NBA
11002,NBA
11003,NBA
11004,NBA
11005,NBA
11006,NBA
11007,NBA
11008,NBA
11009,NBA
11010,NBA
11011,NBA
11012,NBA
11013,NBA
11014,NBA
11015,NBA
11016,NBA
11017,NBA
11018,NBA
11019,NBA
11020,NBA
11021,NBA
11022,NBA
11023,NBA
11024,NBA
11025,NBA
11026,NBA
11027,NBA
11028,NBA
11029,NBA
11030,NBA
11031,NBA
11032,NBA
11033,NBA
11034,NBA
11035,NBA
11036,NBA
11037,NBA
11038,NBA
11039,NBA
11040,NBA
11041,NBA
11042,NBA
11043,NBA
11044,NBA
11045,NBA
11046,NBA
11047,NBA
11048,NBA
11049,NBA
11050,NBA
11051,NBA
11052,NBA
11053,NBA
11054,NBA
11055,NBA
11056,NBA
11057,NBA
11058,NBA
11059,NBA
11060,NBA
11061,NBA
11062,NBA
11063,NBA
11064,NBA
11065,NBA
11066,NBA
11067,NBA
11068,NBA
11069,NBA
11070,NBA
11071,NBA
11072,NBA
11073,NBA
11074,NBA
11075,NBA
11076,NBA
11077,NBA
11078,NBA
11079,NBA
11080,NBA
11081,NBA
11082,NBA
11083,NBA
11084,NBA
11085,NBA
11086,NBA
11087,NBA
11088,NBA
11089,NBA
11090,NBA
11091,NBA
11092,NBA
11093,NBA
11094,NBA
11095,NBA
11096,NBA
11097,NBA
11098,NBA
11099,NBA
11100,NBA
11101,NBA
11102,NBA
11103,NBA
11104,NBA
11105,NBA
11106,NBA
11107,NBA
11108,NBA
11109,NBA
11110,NBA
11111,NBA
11112,NBA
11113,NBA
11114,NBA
11115,NBA
11116,NBA
11117,NBA
11118,NBA
11119,NBA
11120,NBA
11121,NBA
11122,NBA
11123,NBA
11124,NBA
11125,NBA
11126,NBA
11127,NBA
11128,NBA
11129,NBA
11130,NBA
11131,NBA
11132,NBA
11133,NBA
11134,NBA
11135,NBA
11136,NBA
11137,NBA
11138,NBA
11139,NBA
11140,NBA
11141,NBA
11142,NBA
11143,NBA
11144,NBA
11145,NBA
11146,NBA
11147,NBA
11148,NBA
11149,NBA
11150,NBA
11151,NBA
11152,NBA
11153,NBA
11154,NBA
11155,NBA
11156,NBA
11157,NBA
11158,NBA
11159,NBA
11160,NBA
11161,NBA
11162,NBA
11163,NBA
11164,NBA
11165,NBA
11166,NBA
11167,NBA
11168,NBA
11169,NBA
11170,NBA
11171,NBA
11172,NBA
11173,NBA
11174,NBA
11175,NBA
11176,NBA
11177,NBA
11178,NBA
11179,NBA
11180,NBA
11181,NBA
11182,NBA
11183,NBA
11184,NBA
11185,NBA
11186,NBA
11187,NBA
11188,NBA
11189,NBA
11190,NBA
11191,NBA
11192,NBA
11193,NBA
11194,NBA
11195,NBA
11196,NBA
11197,NBA
11198,NBA
11199,NBA
11200,NBA
11201,NBA
11202,NBA
11203,NBA
11204,NBA
11205,NBA
11206,NBA
11207,NBA
11208,NBA
11209,NBA
11210,NBA
11211,NBA
11212,NBA
11213,NBA
11214,NBA
11215,NBA
11216,NBA
11217,NBA
11218,NBA
11219,NBA
11220,NBA
11221,NBA
11222,NBA
11223,NBA
11224,NBA
11225,NBA
11226,NBA
11227,NBA
11228,NBA
11229,NBA
11230,NBA
11231,NBA
11232,NBA
11233,NBA
11234,NBA
11235,NBA
11236,NBA
11237,NBA
11238,NBA
11239,NBA
11240,NBA
11241,NBA
11242,NBA
11243,NBA
11244,NBA
11245,NBA
11246,NBA
11247,NBA
11248,NBA
11249,NBA
11250,NBA
11251,NBA
11252,NBA
11253,NBA
11254,NBA
11255,NBA
11256,NBA
11257,NBA
11258,NBA
11259,NBA
11260,NBA
11261,NBA
11262,NBA
11263,NBA
11264,NBA
11265,NBA
11266,NBA
11267,NBA
11268,NBA
11269,NBA
11270,NBA
11271,NBA
11272,NBA
11273,NBA
11274,NBA
11275,NBA
11276,NBA
11277,NBA
11278,NBA
11279,NBA
11280,NBA
11281,NBA
11282,NBA
11283,NBA
11284,NBA
11285,NBA
11286,NBA
11287,NBA
11288,NBA
11289,NBA
11290,NBA
11291,NBA
11292,NBA
11293,NBA
11294,NBA
11295,NBA
11296,NBA
11297,NBA
11298,NBA
11299,NBA
11300,NBA
11301,NBA
11302,NBA
11303,NBA
11304,NBA
11305,NBA
11306,NBA
11307,NBA
11308,NBA
11309,NBA
11310,NBA
11311,NBA
11312,NBA
11313,NBA
11314,NBA
11315,NBA
11316,NBA
11317,NBA
11318,NBA
11319,NBA
11320,NBA
11321,NBA
11322,NBA
11323,NBA
11324,NBA
11325,NBA
11326,NBA
11327,NBA
11328,NBA
11329,NBA
11330,NBA
11331,NBA
11332,NBA
11333,NBA
11334,NBA
11335,NBA
11336,NBA
11337,NBA
11338,NBA
11339,NBA
11340,NBA
11341,NBA
11342,NBA
11343,NBA
11344,NBA
11345,NBA
11346,NBA
11347,NBA
11348,NBA
11349,NBA
11350,NBA
11351,NBA
11352,NBA
11353,NBA
11354,NBA
11355,NBA
11356,NBA
11357,NBA
11358,NBA
11359,NBA
11360,NBA
11361,NBA
11362,NBA
11363,NBA
11364,NBA
11365,NBA
11366,NBA
11367,NBA
11368,NBA
11369,NBA
11370,NBA
11371,NBA
11372,NBA
11373,NBA
11374,NBA
11375,NBA
11376,NBA
11377,NBA
11378,NBA
11379,NBA
11380,NBA
11381,NBA
11382,NBA
11383,NBA
11384,NBA
11385,NBA
11386,NBA
11387,NBA
11388,NBA
11389,NBA
11390,NBA
11391,NBA
11392,NBA
11393,NBA
11394,NBA
11395,NBA
11396,NBA
11397,NBA
11398,NBA
11399,NBA
11400,NBA
11401,NBA
11402,NBA
11403,NBA
11404,NBA
11405,NBA
11406,NBA
11407,NBA
11408,NBA
11409,NBA
11410,NBA
11411,NBA
11412,NBA
11413,NBA
11414,NBA
11415,NBA
11416,NBA
11417,NBA
11418,NBA
11419,NBA
11420,NBA
11421,NBA
11422,NBA
11423,NBA
11424,NBA
11425,NBA
11426,NBA
11427,NBA
11428,NBA
11429,NBA
11430,NBA
11431,NBA
11432,NBA
11433,NBA
11434,NBA
11435,NBA
11436,NBA
11437,NBA
11438,NBA
11439,NBA
11440,NBA
11441,NBA
11442,NBA
11443,NBA
11444,NBA
11445,NBA
11446,NBA
11447,NBA
11448,NBA
11449,NBA
11450,NBA
11451,NBA
11452,NBA
11453,NBA
11454,NBA
11455,NBA
11456,NBA
11457,NBA
11458,NBA
11459,NBA
11460,NBA
11461,NBA
11462,NBA
11463,NBA
11464,NBA
11465,NBA
11466,NBA
11467,NBA
11468,NBA
11469,NBA
11470,NBA
11471,NBA
11472,NBA
11473,NBA
11474,NBA
11475,NBA
11476,NBA
11477,NBA
11478,NBA
11479,NBA
11480,NBA
11481,NBA
11482,NBA
11483,NBA
11484,NBA
11485,NBA
11486,NBA
11487,NBA
11488,NBA
11489,NBA
11490,NBA
11491,NBA
11492,NBA
11493,NBA
11494,NBA
11495,NBA
11496,NBA
11497,NBA
11498,NBA
11499,NBA
11500,NBA
11501,NBA
11502,NBA
11503,NBA
11504,NBA
11505,NBA
11506,NBA
11507,NBA
11508,NBA
11509,NBA
11510,NBA
11511,NBA
11512,NBA
11513,NBA
11514,NBA
11515,NBA
11516,NBA
11517,NBA
11518,NBA
11519,NBA
11520,NBA
11521,NBA
11522,NBA
11523,NBA
11524,NBA
11525,NBA
11526,NBA
11527,NBA
11528,NBA
11529,NBA
11530,NBA
11531,NBA
11532,NBA
11533,NBA
11534,NBA
11535,NBA
11536,NBA
11537,NBA
11538,NBA
11539,NBA
11540,NBA
11541,NBA
11542,NBA
11543,NBA
11544,NBA
11545,NBA
11546,NBA
11547,NBA
11548,NBA
11549,NBA
11550,NBA
11551,NBA
11552,NBA
11553,NBA
11554,NBA
11555,NBA
11556,NBA
11557,NBA
11558,NBA
11559,NBA
11560,NBA
11561,NBA
11562,NBA
11563,NBA
11564,NBA
11565,NBA
11566,NBA
11567,NBA
11568,NBA
11569,NBA
11570,NBA
11571,NBA
11572,NBA
11573,NBA
11574,NBA
11575,NBA
11576,NBA
11577,NBA
11578,NBA
11579,NBA
11580,NBA
11581,NBA
11582,NBA
11583,NBA
11584,NBA
11585,NBA
11586,NBA
11587,NBA
11588,NBA
11589,NBA
11590,NBA
11591,NBA
11592,NBA
11593,NBA
11594,NBA
11595,NBA
11596,NBA
11597,NBA
11598,NBA
11599,NBA
11600,NBA
11601,NBA
11602,NBA
11603,NBA
11604,NBA
11605,NBA
11606,NBA
11607,NBA
11608,NBA
11609,NBA
11610,NBA
11611,NBA
11612,NBA
11613,NBA
11614,NBA
11615,NBA
11616,NBA
11617,NBA
11618,NBA
11619,NBA
11620,NBA
11621,NBA
11622,NBA
11623,NBA
11624,NBA
11625,NBA
11626,NBA
11627,NBA
11628,NBA
11629,NBA
11630,NBA
11631,NBA
11632,NBA
11633,NBA
11634,NBA
11635,NBA
11636,NBA
11637,NBA
11638,NBA
11639,NBA
11640,NBA
11641,NBA
11642,NBA
11643,NBA
11644,NBA
11645,NBA
11646,NBA
11647,NBA
11648,NBA
11649,NBA
11650,NBA
11651,NBA
11652,NBA
11653,NBA
11654,NBA
11655,NBA
11656,NBA
11657,NBA
11658,NBA
11659,NBA
11660,NBA
11661,NBA
11662,NBA
11663,NBA
11664,NBA
11665,NBA
11666,NBA
11667,NBA
11668,NBA
11669,NBA
11670,NBA
11671,NBA
11672,NBA
11673,NBA
11674,NBA
11675,NBA
11676,NBA
11677,NBA
11678,NBA
11679,NBA
11680,NBA
11681,NBA
11682,NBA
11683,NBA
11684,NBA
11685,NBA
11686,NBA
11687,NBA
11688,NBA
11689,NBA
11690,NBA
11691,NBA
11692,NBA
11693,NBA
11694,NBA
11695,NBA
11696,NBA
11697,NBA
11698,NBA
11699,NBA
11700,NBA
11701,NBA
11702,NBA
11703,NBA
11704,NBA
11705,NBA
11706,NBA
11707,NBA
11708,NBA
11709,NBA
11710,NBA
11711,NBA
11712,NBA
11713,NBA
11714,NBA
11715,NBA
11716,NBA
11717,NBA
11718,NBA
11719,NBA
11720,NBA
11721,NBA
11722,NBA
11723,NBA
11724,NBA
11725,NBA
11726,NBA
11727,NBA
11728,NBA
11729,NBA
11730,NBA
11731,NBA
11732,NBA
11733,NBA
11734,NBA
11735,NBA
11736,NBA
11737,NBA
11738,NBA
11739,NBA
11740,NBA
11741,NBA
11742,NBA
11743,NBA
11744,NBA
11745,NBA
11746,NBA
11747,NBA
11748,NBA
11749,NBA
11750,NBA
11751,NBA
11752,NBA
11753,NBA
11754,NBA
11755,NBA
11756,NBA
11757,NBA
11758,NBA
11759,NBA
11760,NBA
11761,NBA
11762,NBA
11763,NBA
11764,NBA
11765,NBA
11766,NBA
11767,NBA
11768,NBA
11769,NBA
11770,NBA
11771,NBA
11772,NBA
11773,NBA
11774,NBA
11775,NBA
11776,NBA
11777,NBA
11778,NBA
11779,NBA
11780,NBA
11781,NBA
11782,NBA
11783,NBA
11784,NBA
11785,NBA
11786,NBA
11787,NBA
11788,NBA
11789,NBA
11790,NBA
11791,NBA
11792,NBA
11793,NBA
11794,NBA
11795,NBA
11796,NBA
11797,NBA
11798,NBA
11799,NBA
11800,NBA
11801,NBA
11802,NBA
11803,NBA
11804,NBA
11805,NBA
11806,NBA
11807,NBA
11808,NBA
11809,NBA
11810,NBA
11811,NBA
11812,NBA
11813,NBA
11814,NBA
11815,NBA
11816,NBA
11817,NBA
11818,NBA
11819,NBA
11820,NBA
11821,NBA
11822,NBA
11823,NBA
11824,NBA
11825,NBA
11826,NBA
11827,NBA
11828,NBA
11829,NBA
11830,NBA
11831,NBA
11832,NBA
11833,NBA
11834,NBA
11835,NBA
11836,NBA
11837,NBA
11838,NBA
11839,NBA
11840,NBA
11841,NBA
11842,NBA
11843,NBA
11844,NBA
11845,NBA
11846,NBA
11847,NBA
11848,NBA
11849,NBA
11850,NBA
11851,NBA
11852,NBA
11853,NBA
11854,NBA
11855,NBA
11856,NBA
11857,NBA
11858,NBA
11859,NBA
11860,NBA
11861,NBA
11862,NBA
11863,NBA
11864,NBA
11865,NBA
11866,NBA
11867,NBA
11868,NBA
11869,NBA
11870,NBA
11871,NBA
11872,NBA
11873,NBA
11874,NBA
11875,NBA
11876,NBA
11877,NBA
11878,NBA
11879,NBA
11880,NBA
11881,NBA
11882,NBA
11883,NBA
11884,NBA
11885,NBA
11886,NBA
11887,NBA
11888,NBA
11889,NBA
11890,NBA
11891,NBA
11892,NBA
11893,NBA
11894,NBA
11895,NBA
11896,NBA
11897,NBA
11898,NBA
11899,NBA
11900,NBA
11901,NBA
11902,NBA
11903,NBA
11904,NBA
11905,NBA
11906,NBA
11907,NBA
11908,NBA
11909,NBA
11910,NBA
11911,NBA
11912,NBA
11913,NBA
11914,NBA
11915,NBA
11916,NBA
11917,NBA
11918,NBA
11919,NBA
11920,NBA
11921,NBA
11922,NBA
11923,NBA
11924,NBA
11925,NBA
11926,NBA
11927,NBA
11928,NBA
11929,NBA
11930,NBA
11931,NBA
11932,NBA
11933,NBA
11934,NBA
11935,NBA
11936,NBA
11937,NBA
11938,NBA
11939,NBA
11940,NBA
11941,NBA
11942,NBA
11943,NBA
11944,NBA
11945,NBA
11946,NBA
11947,NBA
11948,NBA
11949,NBA
11950,NBA
11951,NBA
11952,NBA
11953,NBA
11954,NBA
11955,NBA
11956,NBA
11957,NBA
11958,NBA
11959,NBA
11960,NBA
11961,NBA
11962,NBA
11963,NBA
11964,NBA
11965,NBA
11966,NBA
11967,NBA
11968,NBA
11969,NBA
11970,NBA
11971,NBA
11972,NBA
11973,NBA
11974,NBA
11975,NBA
11976,NBA
11977,NBA
11978,NBA
11979,NBA
11980,NBA
11981,NBA
11982,NBA
11983,NBA
11984,NBA
11985,NBA
11986,NBA
11987,NBA
11988,NBA
11989,NBA
11990,NBA
11991,NBA
11992,NBA
11993,NBA
11994,NBA
11995,NBA
11996,NBA
11997,NBA
11998,NBA
11999,NBA
12000,NBA
12001,NBA
12002,NBA
12003,NBA
12004,NBA
12005,NBA
12006,NBA
12007,NBA
12008,NBA
12009,NBA
12010,NBA
12011,NBA
12012,NBA
12013,NBA
12014,NBA
12015,NBA
12016,NBA
12017,NBA
12018,NBA
12019,NBA
12020,NBA
12021,NBA
12022,NBA
12023,NBA
12024,NBA
12025,NBA
12026,NBA
12027,NBA
12028,NBA
12029,NBA
12030,NBA
12031,NBA
12032,NBA
12033,NBA
12034,NBA
12035,NBA
12036,NBA
12037,NBA
12038,NBA
12039,NBA
12040,NBA
12041,NBA
12042,NBA
12043,NBA
12044,NBA
12045,NBA
12046,NBA
12047,NBA
12048,NBA
12049,NBA
12050,NBA
12051,NBA
12052,NBA
12053,NBA
12054,NBA
12055,NBA
12056,NBA
12057,NBA
12058,NBA
12059,NBA
12060,NBA
12061,NBA
12062,NBA
12063,NBA
12064,NBA
12065,NBA
12066,NBA
12067,NBA
12068,NBA
12069,NBA
12070,NBA
12071,NBA
12072,NBA
12073,NBA
12074,NBA
12075,NBA
12076,NBA
12077,NBA
12078,NBA
12079,NBA
12080,NBA
12081,NBA
12082,NBA
12083,NBA
12084,NBA
12085,NBA
12086,NBA
12087,NBA
12088,NBA
12089,NBA
12090,NBA
12091,NBA
12092,NBA
12093,NBA
12094,NBA
12095,NBA
12096,NBA
12097,NBA
12098,NBA
12099,NBA
12100,NBA
12101,NBA
12102,NBA
12103,NBA
12104,NBA
12105,NBA
12106,NBA
12107,NBA
12108,NBA
12109,NBA
12110,NBA
12111,NBA
12112,NBA
12113,NBA
12114,NBA
12115,NBA
12116,NBA
12117,NBA
12118,NBA
12119,NBA
12120,NBA
12121,NBA
12122,NBA
12123,NBA
12124,NBA
12125,NBA
12126,NBA
12127,NBA
12128,NBA
12129,NBA
12130,NBA
12131,NBA
12132,NBA
12133,NBA
12134,NBA
12135,NBA
